id,library,methods,constructor
73666740,MD_Parola,print###availableForWrite###println###getTextAlignment###synchZoneStart###setZone###getZoneEffect###getWriteError###displayReset###setTextEffect###getInvert###isAnimationAdvanced###displaySuspend###setTextAlignment###setIntensity###setFont###displayAnimate###displayText###flush###setZoneEffect###getFont###getSpeedOut###getZoneStatus###setInvert###getTextExtent###setSpeedInOut###clearWriteError###delChar###getSpeed###addChar###Print###getPause###displayShutdown###displayZoneText###getTextColumns###setSpeed###begin###displayClear###MD_Parola###displayScroll###getScrollSpacing###getDisplayExtent###setPause###getSpeedIn###write###getZone###setScrollSpacing###getCharSpacing###setCharSpacing###setTextBuffer###getGraphicObject###setSpriteData,MD_Parola
400362810,TB67H450-arduino-library,stop###brake###normal###start###reverse,TB67H450
34778263,virtual-shields-arduino,clear###SetPixel###ShiftAllPixels###tick###setSpeed###setAll###getPixel###setDim###SetPixels###begin,RGBStrip
34778263,virtual-shields-arduino,clear###SetPixel###ShiftAllPixels###tick###setSpeed###setPixel###setAll###getPixel###setDim###SetPixels###begin,RGBGrid
34778263,virtual-shields-arduino,clear###SetPixel###ShiftAllPixels###tick###setSpeed###setAll###getPixel###setDim###SetPixels###begin,RGBStrip
34778263,virtual-shields-arduino,clear###makeDot###begin,RGBStripMatrix
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###send###isUpdated###filter###start###onJsonReceived###isEvent,Email
34778263,virtual-shields-arduino,hash###parseToHash###onJsonReceived###getEvent###setOnRefresh###sendFlashStringOnSerial###hasError###begin###setOnSuspend###enableAutoBlocking###setOnEvent###setOnResume###waitFor###onStringReceived###beginWrite###onJsonStringReceived###addSensor###write###checkSensors###writeAll###directToSerial###flush###setOnConnect###endWrite###block,VirtualShield
34778263,virtual-shields-arduino,change###clear###isPressed###print###sendStop###clearLine###printAt###sensorAction###onJsonReceived###addButton###orientation###setOnEvent###isButtonClicked###isUpdated###isReleased###isEvent###enableTouch###clearId###get###writeAll###line###fillRectangle###input###start###drawImage###stop###drawAt###getOnChange###filter###isTouchEvent,Graphics
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###isUpdated###filter###start###onJsonReceived###isEvent,LightSensor
34778263,virtual-shields-arduino,sendStop###get###sensorAction###writeAll###heard###start###onJsonReceived###stop###setOnEvent###listen###getOnChange###isUpdated###filter###listenFor###isEvent,Recognition
34778263,virtual-shields-arduino,clear###clearId###print###clearLine###sendStop###get###printAt###sensorAction###writeAll###start###onJsonReceived###setOnEvent###stop###getOnChange###isUpdated###filter###isEvent,Text
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###isUpdated###filter###start###onJsonReceived###isEvent,Compass
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###send###isUpdated###filter###start###onJsonReceived###isEvent,Sms
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###record###isUpdated###filter###start###onJsonReceived###isEvent,Microphone
34778263,virtual-shields-arduino,sendStop###get###sensorAction###writeAll###start###onJsonReceived###stop###setOnEvent###getOnChange###speak###isUpdated###filter###isEvent,Speech
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###isUpdated###filter###start###onJsonReceived###isEvent,Geolocator
34778263,virtual-shields-arduino,play###sendStop###get###sensorAction###writeAll###playAudio###start###onJsonReceived###playVideo###setOnEvent###stop###getOnChange###isUpdated###filter###isEvent,Media
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###isUpdated###filter###vibrate###start###onJsonReceived###isEvent,Vibrate
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###isUpdated###filter###start###onJsonReceived###isEvent,Gyrometer
34778263,virtual-shields-arduino,sendStop###get###sensorAction###writeAll###start###onJsonReceived###setOnEvent###stop###getResponse###getOnChange###isUpdated###filter###post###isEvent,Web
34778263,virtual-shields-arduino,sendStop###enablePreview###get###sensorAction###writeAll###capture###start###onJsonReceived###setOnEvent###stop###getOnChange###isUpdated###filter###isEvent,Camera
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###isUpdated###filter###start###onJsonReceived###isEvent,Accelerometer
34778263,virtual-shields-arduino,stop###setOnEvent###sendStop###get###getOnChange###sensorAction###writeAll###isUpdated###filter###start###onJsonReceived###isEvent,Orientation
289736333,Adafruit_SSD1327,display###invertDisplay###begin,Adafruit_SSD1327
203551659,bb_spi_lcd,drawCircle###drawEllipse###print###display###availableForWrite###height###println###pushImage###getRotation###createVirtual###freeBuffer###getWriteError###fillEllipse###getCursorX###fillScreen###freeVirtual###setFont###setAntialias###setCursor###fillRect###flush###setAddrWindow###fillCircle###clearWriteError###captureArea###setTextSize###Print###drawRect###begin###setRotation###setTextColor###setScroll###setFreeFont###drawPattern###beginParallel###getCursorY###write###allocBuffer###BB_SPI_LCD###getTextBounds###pushPixels###getBuffer###drawPixel###width###drawLine###merge,BB_SPI_LCD
137862821,TLI4970-D050T4-Current-Sensor,getCurrMessage###begin###end###confirmConfiguration###getOverLoadError###getCurrent###getOverCurrent###getStatus###setPinOCD###getGeneralError###startConfiguration###setEepromBits###getOverTempError###getHardwareError###readOut###setSPIClockDivider###getEepromBits###abortConfiguration###getCommunicationError,Tli4970
119284145,BlueDot_BME280_TSL2591,disable_TSL2591###getFullSpectrum_TSL2591###readAltitudeMeter###getFullLuminosity_TSL2591###writeCTRLMeas###checkID_TSL2591###getLux_TSL2591###readCoefficients###writeByte###readPressure###readTempF###readTempC###convertTempKelvin###readByte###readHumidity###checkID_BME280###readIlluminance_TSL2591###getVisibleLight_TSL2591###calculateLux_TSL2591###config_TSL2591###readByte16###enable_TSL2591###readAltitudeFeet###init_TSL2591###writeIIRFilter###getInfrared_TSL2591###init_BME280,BlueDot_BME280_TSL2591
121307991,FlightSimSwitches,setInputPins###setNumberOfInputs###setNumberOfOutputs###loop###print###isOn###hasChanged###setDebug###setScanRate###setActiveLow###getRowData###setRowsMultiplexed###onChangePosition###setOutputPins###onChangeMatrix###clearChanged###printTime###begin,FlightSimSwitches
121307991,FlightSimSwitches,setPosition###setPinData###setGenericPinData###getValue###setDebug###setOnOffCommands###callback###getPositionData###setOnCommandOnly###getDebugMask###handleLoop###MatrixElement###onChange###FlightSimOnOffCommandSwitch###setOffCommandOnly,FlightSimOnOffCommandSwitch
121307991,FlightSimSwitches,setPosition###setCommand###setPinData###setGenericPinData###getValue###setDebug###setOnOffCommands###callback###getPositionData###setOnCommandOnly###getDebugMask###handleLoop###MatrixElement###FlightSimOnCommandSwitch###onChange###FlightSimOnOffCommandSwitch###setOffCommandOnly,FlightSimOnCommandSwitch
121307991,FlightSimSwitches,setPosition###setCommand###setPinData###setGenericPinData###getValue###setDebug###setOnOffCommands###callback###getPositionData###setOnCommandOnly###getDebugMask###handleLoop###MatrixElement###onChange###FlightSimOffCommandSwitch###FlightSimOnOffCommandSwitch###setOffCommandOnly,FlightSimOffCommandSwitch
121307991,FlightSimSwitches,setPosition###setCommand###setPinData###setGenericPinData###getValue###setDebug###setOnOffCommands###callback###getPositionData###setOnCommandOnly###getDebugMask###handleLoop###FlightSimPushbutton###MatrixElement###setInverted###onChange###FlightSimOnOffCommandSwitch###setOffCommandOnly,FlightSimPushbutton
121307991,FlightSimSwitches,getValue###setDebug###setOnOffCommands###getPositionData###getDebugMask###handleLoop###getNumberOfPositions###setFindPositionFunction###onChange###FlightSimOnOffCommandSwitch###setTolerance###setDefaultValue###findValue###setOffCommandOnly###setPosition###setPinData###setPushbuttonPosition###setGenericPinData###callback###setOnCommandOnly###isPinOn###MatrixElement###FlightSimUpDownCommandSwitch###setDatarefAndCommands,FlightSimUpDownCommandSwitch
121307991,FlightSimSwitches,getValue###setDebug###setOnOffCommands###getPositionData###getDebugMask###handleLoop###setDataref###FlightSimWriteDatarefSwitch###getNumberOfPositions###setFindPositionFunction###onChange###FlightSimOnOffCommandSwitch###setTolerance###setDefaultValue###findValue###setOffCommandOnly###setPosition###setPinData###setGenericPinData###callback###setOnCommandOnly###isPinOn###MatrixElement,FlightSimWriteDatarefSwitch
121307991,FlightSimSwitches,setPosition###setPinData###setGenericPinData###getValue###setDebug###setOnOffCommands###callback###getPositionData###setOnCommandOnly###FlightSimOnOffDatarefSwitch###getDebugMask###handleLoop###setDataref###MatrixElement###setInverted###onChange###FlightSimOnOffCommandSwitch###setOffCommandOnly,FlightSimOnOffDatarefSwitch
77344391,slight_FDC1004,device_id_get###convert_measurement_to_capacitance_integer###measurement_config_chB_print###measurement_get###update_interval_set###measurement_repeate_set###update_interval_get###measurement_init###measurement_config_chB_get###write_register16bit###gain_calibration_set_factor###gain_calibration_get###measurement_rate_print###measurement_config_CAPDAC_get_capacitance###twi_state_get###measurement_config_chA_set###offset_calibration_print_capacitance###capacitance_read###update###begin###measurement_rate_set###measurement_config_chB_set###capacitance_get###soft_reset_write###offset_calibration_set###manufacturer_id_get###twi_state_print###offset_calibration_get_capacitance###measurement_config_CAPDAC_set_capacitance###capacitance_integer_get###measurement_read###measurement_config_CAPDAC_set###measurement_id_print###offset_calibration_get###configuration_load_defaults###fdc_config_write###gain_calibration_print_factor###gain_calibration_set###fdc_config_get###soft_reset_read###measurement_id_convert###measurement_done_get###measurement_config_get###gain_calibration_get_factor###read_register16bit_part###measurement_init_set###fdc_config_set###set_register16bit_part###measurement_config_chA_get###get_register16bit_part###measurement_repeate_get###measurement_config_set###write_register16bit_part###sensor_event_set_callback###measurement_config_read###measurement_config_CAPDAC_get###convert_measurement_to_capacitance###measurement_init_get###measurement_config_chA_print###measurement_rate_get###read_register16bit###offset_calibration_set_capacitance###fdc_config_read###measurement_config_write,slight_FDC1004
236077806,IRsmallDecoder,disable###dataAvailable###enable,IRsmallDecoder
467136858,arduino-led-driver,getChannelValue###init###process###set,LEDDriver
321890779,RevEng_PAJ7620,setGestureEntryTime###readGesture###isObjectInView###disable###invertYAxis###setCursorMode###invertXAxis###isCursorInView###begin###getObjectVelocityX###getObjectVelocityY###clearGestureInterrupts###getCursorY###getObjectVelocityX_raw###getWaveCount###getCursorX###setGestureExitTime###getObjectCenterX###getObjectSize###setGameSpeed###getNoObjectCount###getObjectCenterY###setGestureMode###getObjectBrightness###setNormalSpeed###getNoMotionCount###getObjectVelocityY_raw###enable###getCorner,RevEng_PAJ7620
64065157,LiquidMenu,check###Button,Button
64065157,LiquidMenu,check###Button,Button
64065157,LiquidMenu,check###Button,Button
64065157,LiquidMenu,check###Button,Button
64065157,LiquidMenu,check###Button,Button
64065157,LiquidMenu,set_focusPosition###set_asGlyph###add_variable###attach_function###set_decimalPlaces###LiquidLine###set_asProgmem,LiquidLine
64065157,LiquidMenu,set_focusPosition###add_line###hide###set_displayLineCount,LiquidScreen
64065157,LiquidMenu,set_focusedLine###is_callable###get_currentScreen###switch_focus###add_screen###set_focusPosition###change_screen###init###call_function###previous_screen###set_focusSymbol###get_focusedLine###softUpdate###next_screen###update,LiquidMenu
64065157,LiquidMenu,set_focusedLine###is_callable###get_currentScreen###switch_focus###change_menu###set_focusPosition###change_screen###call_function###previous_screen###add_menu###set_focusSymbol###get_focusedLine###softUpdate###next_screen###update,LiquidSystem
32757765,ucglib,drawCircle###undoRotate###print###setFontPosBottom###Ucglib4WireSWSPI###availableForWrite###setRotate270###println###getUserPtr###drawGlyph###drawHLine###clearScreen###setUserPtr###drawRBox###undoScale###getWriteError###powerUp###drawString###setFont###setFontMode###flush###drawGradientBox###Ucglib4WireHWSPI###Ucglib_ILI9341_18x240x320_SWSPI###getStrWidth###clearWriteError###getHeight###setRotate180###setFontPosCenter###Print###setFontRefHeightExtendedText###setPrintPos###drawDisc###powerDown###getFontAscent###drawRFrame###drawTetragon###getUcg###drawGradientLine###setRotate90###setMaxClipRange###begin###drawVLine###getFontDescent###undoClipRange###setClipRange###setFontRefHeightText###drawBox###Ucglib###getWidth###setFontPosTop###write###setScale2x2###setFontRefHeightAll###Ucglib3Wire9bitSWSPI###setFontPosBaseline###Ucglib3Wire9bitHWSPI###drawFrame###setColor###drawPixel###drawTriangle###drawLine###setPrintDir,Ucglib_ILI9341_18x240x320_SWSPI
32757765,ucglib,drawCircle###undoRotate###print###setFontPosBottom###Ucglib4WireSWSPI###availableForWrite###setRotate270###println###getUserPtr###drawGlyph###drawHLine###clearScreen###setUserPtr###drawRBox###undoScale###getWriteError###powerUp###Ucglib8Bit###drawString###setFont###setFontMode###flush###drawGradientBox###Ucglib4WireHWSPI###Ucglib_ILI9341_18x240x320_SWSPI###getStrWidth###clearWriteError###getHeight###setRotate180###setFontPosCenter###Print###setFontRefHeightExtendedText###setPrintPos###drawDisc###powerDown###getFontAscent###drawRFrame###drawTetragon###getUcg###drawGradientLine###setRotate90###setMaxClipRange###begin###drawVLine###getFontDescent###undoClipRange###setClipRange###setFontRefHeightText###drawBox###Ucglib###getWidth###setFontPosTop###write###setScale2x2###setFontRefHeightAll###Ucglib3Wire9bitSWSPI###setFontPosBaseline###Ucglib3Wire9bitHWSPI###drawFrame###setColor###drawPixel###drawTriangle###drawLine###setPrintDir,Ucglib_ILI9341_18x240x320_SWSPI
370488783,GyverEncoder,setFastTimeout###isHold###setTickMode###isSingle###isLeft###isDouble###setPinMode###isTurn###setType###isLeftH###isRelease###isFastR###tick###isClick###resetStates###setBtnPinMode###isFastL###isReleaseHold###setDirection###isRightH###isHolded###isRight###isPress,Encoder
106194708,UltraDistSensor,distanceInCm###distanceInInch###attach###changeTimeout###UltraDistSensor,UltraDistSensor
161240003,espmanager,setSketchVersion###onWaitingMQTTCon###addCommand###onBeforeWaitingMQTTCon###onAfterWaitingWiFiCon###onBeforeWaitingWiFiCon###loopIt###addTimerOutputEventHandler###addIncomingEventHandler###onWaitingWiFiCon###sendMsg###onAfterWaitingMQTTCon###createConnections,ESPManager
